chr15	91073	0.00
chr15	90932	0.00
chr15	90776	0.00
chr15	90629	0.00
chr15	90601	0.00
chr15	90558	0.00
chr15	90478	0.00
chr15	90391	0.00
chr15	90308	0.00
chr15	90268	0.00
chr15	90109	0.00
chr15	90095	0.00
chr15	90065	0.00
chr15	90044	0.00
chr15	90006	0.00
chr15	89968	0.00
chr15	89951	0.00
chr15	89937	0.00
chr15	89909	0.00
chr15	89782	0.00
chr15	89776	0.00
chr15	89667	0.00
chr15	89660	0.00
chr15	89651	0.00
chr15	89435	0.00
chr15	89412	0.00
chr15	89338	0.00
chr15	89333	0.00
chr15	89297	0.00
chr15	89266	0.00
chr15	89171	0.00
chr15	89115	0.00
chr15	89074	0.00
chr15	89040	0.00
chr15	89002	0.00
chr15	88925	0.00
chr15	88757	0.00
chr15	88684	0.00
chr15	88654	0.00
chr15	88597	0.00
chr15	88585	0.00
chr15	88583	0.00
chr15	88559	0.00
chr15	88538	0.00
chr15	88527	0.00
chr15	88524	0.00
chr15	88520	0.00
chr15	88349	0.00
chr15	88246	0.00
chr15	88178	0.00
chr15	88154	0.00
chr15	88111	0.00
chr15	88084	0.00
chr15	88068	0.00
chr15	88063	0.00
chr15	88043	0.00
chr15	88020	0.00
chr15	87918	0.00
chr15	87916	0.00
chr15	87890	0.00
chr15	87821	0.00
chr15	87803	0.00
chr15	87790	0.00
chr15	87786	0.00
chr15	87775	0.00
chr15	87743	0.00
chr15	87737	0.00
chr15	87724	0.00
chr15	87722	0.00
chr15	87715	0.00
chr15	87711	0.00
chr15	87707	0.00
chr15	87687	0.00
chr15	87609	0.00
chr15	87608	0.00
chr15	87594	0.00
chr15	87588	0.00
chr15	87465	0.00
chr15	87409	0.00
chr15	87340	0.00
chr15	87328	0.00
chr15	87316	0.00
chr15	87232	0.00
chr15	87220	0.00
chr15	87150	0.00
chr15	87130	0.00
chr15	87125	0.00
chr15	87123	0.00
chr15	87087	0.00
chr15	87036	0.00
chr15	87035	0.00
chr15	86932	0.00
chr15	86916	0.00
chr15	86880	0.00
chr15	86809	0.00
chr15	86720	0.00
chr15	86712	0.00
chr15	86675	0.00
chr15	86628	0.00
chr15	86616	0.00
chr15	86612	0.00
chr15	86525	0.00
chr15	86520	0.00
chr15	86517	0.00
chr15	86482	0.00
chr15	86423	0.00
chr15	86351	0.00
chr15	86333	0.00
chr15	86320	0.00
chr15	86292	0.00
chr15	86290	0.00
chr15	86251	0.00
chr15	86181	0.00
chr15	86163	0.00
chr15	86105	0.00
chr15	86098	0.00
chr15	86077	0.00
chr15	85985	0.00
chr15	85978	0.00
chr15	85935	0.00
chr15	85905	0.00
chr15	85898	0.00
chr15	85876	0.00
chr15	85836	0.00
chr15	85834	0.00
chr15	85818	0.00
chr15	85798	0.00
chr15	85715	0.00
chr15	85694	0.00
chr15	85683	0.00
chr15	85590	0.00
chr15	85586	0.00
chr15	85569	0.00
chr15	85565	0.00
chr15	85554	0.00
chr15	85552	0.00
chr15	85545	0.00
chr15	85541	0.00
chr15	85485	0.00
chr15	85484	0.00
chr15	85477	0.00
chr15	85473	0.00
chr15	85426	0.00
chr15	85412	0.00
chr15	85401	0.00
chr15	85387	0.00
chr15	85385	0.00
chr15	85372	0.00
chr15	85305	0.00
chr15	85297	0.00
chr15	85273	0.00
chr15	85239	0.00
chr15	85223	0.00
chr15	85217	0.00
chr15	85207	0.00
chr15	85195	0.00
chr15	85188	0.00
chr15	85186	0.00
chr15	85166	0.00
chr15	85156	0.00
chr15	85122	0.00
chr15	85121	0.00
chr15	85115	0.00
chr15	85093	0.00
chr15	85082	0.00
chr15	85079	0.00
chr15	85067	0.00
chr15	85022	0.00
chr15	85021	0.00
chr15	85005	0.00
chr15	84980	0.00
chr15	84975	0.00
chr15	84963	0.00
chr15	84953	0.00
chr15	84936	0.00
chr15	84932	0.00
chr15	84911	0.00
chr15	84888	0.00
chr15	84879	0.00
chr15	84868	0.00
chr15	84820	0.00
chr15	84818	0.00
chr15	84793	0.00
chr15	84776	0.00
chr15	84774	0.00
chr15	84770	0.00
chr15	84767	0.00
chr15	84748	0.00
chr15	84745	0.00
chr15	84742	0.00
chr15	84709	0.00
chr15	84559	0.00
chr15	84526	0.00
chr15	84477	0.00
chr15	84463	0.00
chr15	84402	0.00
chr15	84391	0.00
chr15	84385	0.00
chr15	84349	0.00
chr15	84336	0.00
chr15	84333	0.00
chr15	84289	0.00
chr15	84278	0.00
chr15	84276	0.00
chr15	84254	0.00
chr15	84252	0.00
chr15	84250	0.00
chr15	84248	0.00
chr15	84237	0.00
chr15	84227	0.00
chr15	84224	0.00
chr15	84158	0.00
chr15	84145	0.00
chr15	84117	0.00
chr15	84108	0.00
chr15	84103	0.00
chr15	84100	0.00
chr15	84068	0.00
chr15	84057	0.00
chr15	84050	0.00
chr15	84020	0.00
chr15	84018	0.00
chr15	84006	0.00
chr15	83993	0.00
chr15	83988	0.00
chr15	83983	0.00
chr15	83964	0.00
chr15	83953	0.00
chr15	83942	0.00
chr15	83913	0.00
chr15	83905	0.00
chr15	83890	0.00
chr15	83874	0.00
chr15	83853	0.00
chr15	83832	0.00
chr15	83825	0.00
chr15	83798	0.00
chr15	83787	0.00
chr15	83756	0.00
chr15	83747	0.00
chr15	83737	0.00
chr15	83729	0.00
chr15	83728	0.00
chr15	83714	0.00
chr15	83713	0.00
chr15	83678	0.00
chr15	83672	0.00
chr15	83670	0.00
chr15	83654	0.00
chr15	83652	0.00
chr15	83639	0.00
chr15	83600	0.00
chr15	83590	0.00
chr15	83582	0.00
chr15	83570	0.00
chr15	83547	0.00
chr15	83539	0.00
chr15	83518	0.00
chr15	83517	0.00
chr15	83505	0.00
chr15	83482	0.00
chr15	83474	0.00
chr15	83459	0.00
chr15	83450	0.00
chr15	83417	0.00
chr15	83409	0.00
chr15	83393	0.00
chr15	83381	0.00
chr15	83351	0.00
chr15	83347	0.00
chr15	83345	0.00
chr15	83329	0.00
chr15	83299	0.00
chr15	83288	0.00
chr15	83233	0.00
chr15	83227	0.00
chr15	83212	0.00
chr15	83147	0.00
chr15	83123	0.00
chr15	83122	0.00
chr15	83117	0.00
chr15	83116	0.00
chr15	83115	0.00
chr15	83108	0.00
chr15	83102	0.00
chr15	83087	0.00
chr15	83063	0.00
chr15	83056	0.00
chr15	83050	0.00
chr15	83019	0.00
chr15	83010	0.00
chr15	83002	0.00
chr15	82992	0.00
chr15	82980	0.00
chr15	82975	0.00
chr15	82956	0.00
chr15	82934	0.00
chr15	82916	0.00
chr15	82914	0.00
chr15	82897	0.00
chr15	82841	0.00
chr15	82809	0.00
chr15	82780	0.00
chr15	82779	0.00
chr15	82767	0.00
chr15	82765	0.00
chr15	82664	0.00
chr15	82646	0.00
chr15	82614	0.00
chr15	82611	0.00
chr15	82558	0.00
chr15	82538	0.00
chr15	82517	0.00
chr15	82470	0.00
chr15	82469	0.00
chr15	82442	0.00
chr15	82382	0.00
chr15	82372	0.00
chr15	82359	0.00
chr15	82173	0.00
chr15	82160	0.00
chr15	82147	0.00
chr15	82140	0.00
chr15	82093	0.00
chr15	82075	0.00
chr15	82073	0.00
chr15	82057	0.00
chr15	82033	0.00
chr15	81909	0.00
chr15	81851	0.00
chr15	81826	0.00
chr15	81797	0.00
chr15	81708	0.00
chr15	81568	0.00
chr15	81497	0.00
chr15	81490	0.00
chr15	81258	0.00
chr15	81224	0.00
chr15	81222	0.00
chr15	81221	0.00
chr15	81139	0.00
chr15	81101	0.00
chr15	81079	0.00
chr15	80704	0.00
chr15	80479	0.00
chr15	80462	0.00
chr15	80411	0.00
chr15	80402	0.00
chr15	80350	0.00
chr15	80345	0.00
chr15	80318	0.00
chr15	80316	0.00
chr15	80278	0.00
chr15	80259	0.00
chr15	80246	0.00
chr15	80239	0.00
chr15	80207	0.00
chr15	80133	0.00
chr15	80066	0.00
chr15	80025	0.00
chr15	80024	0.00
chr15	80015	0.00
chr15	79999	0.00
chr15	79988	0.00
chr15	79979	0.00
chr15	79977	0.00
chr15	79970	0.00
chr15	79919	0.00
chr15	79900	0.00
chr15	79891	0.00
chr15	79880	0.00
chr15	79877	0.00
chr15	79827	0.00
chr15	79823	0.00
chr15	79815	0.00
chr15	79805	0.00
chr15	79763	0.00
chr15	79756	0.00
chr15	79755	0.00
chr15	79748	0.00
chr15	79732	0.00
chr15	79635	0.00
chr15	79627	0.00
chr15	79606	0.00
chr15	79586	0.00
chr15	79583	0.00
chr15	79531	0.00
chr15	79528	0.00
chr15	79524	0.00
chr15	79470	0.00
chr15	79447	0.00
chr15	79424	0.00
chr15	79422	0.00
chr15	79408	0.00
chr15	79398	0.00
chr15	79397	0.00
chr15	79396	0.00
chr15	79388	0.00
chr15	79385	0.00
chr15	79375	0.00
chr15	79361	0.00
chr15	79354	0.00
chr15	79337	0.00
chr15	79311	0.00
chr15	79309	0.00
chr15	79306	0.00
chr15	79305	0.00
chr15	79302	0.00
chr15	79289	0.00
chr15	79277	0.00
chr15	79272	0.00
chr15	79271	0.00
chr15	79270	0.00
chr15	79255	0.00
chr15	79246	0.00
chr15	79245	0.00
chr15	79236	0.00
chr15	79229	0.00
chr15	79228	0.00
chr15	79214	0.00
chr15	79206	0.00
chr15	79169	0.00
chr15	79163	0.00
chr15	79142	0.00
chr15	79126	0.00
chr15	79089	0.00
chr15	79079	0.00
chr15	79076	0.00
chr15	79071	0.00
chr15	79069	0.00
chr15	79041	0.00
chr15	79028	0.00
chr15	79025	0.00
chr15	79019	0.00
chr15	79009	0.00
chr15	79001	0.00
chr15	78994	0.00
chr15	78988	0.00
chr15	78979	0.00
chr15	78947	0.00
chr15	78943	0.00
chr15	78933	0.00
chr15	78930	0.00
chr15	78928	0.00
chr15	78927	0.00
chr15	78906	0.00
chr15	78887	0.00
chr15	78884	0.00
chr15	78872	0.00
chr15	78864	0.00
chr15	78852	0.00
chr15	78837	0.00
chr15	78834	0.00
chr15	78833	0.00
chr15	78827	0.00
chr15	78826	0.00
chr15	78824	0.00
chr15	78822	0.00
chr15	78814	0.00
chr15	78806	0.00
chr15	78805	0.00
chr15	78800	0.00
chr15	78797	0.00
chr15	78790	0.00
chr15	78789	0.00
chr15	78780	0.00
chr15	78776	0.00
chr15	78753	0.00
chr15	78749	0.00
chr15	78744	0.00
chr15	78741	0.00
chr15	78738	0.00
chr15	78735	0.00
chr15	78730	0.00
chr15	78719	0.00
chr15	78717	0.00
chr15	78712	0.00
chr15	78710	0.00
chr15	78699	0.00
chr15	78695	0.00
chr15	78678	0.00
chr15	78664	0.00
chr15	78641	0.00
chr15	78640	0.00
chr15	78635	0.00
chr15	78632	0.00
chr15	78623	0.00
chr15	78584	0.00
chr15	78577	0.00
chr15	78576	0.00
chr15	78570	0.00
chr15	78564	0.00
chr15	78557	0.00
chr15	78546	0.00
chr15	78544	0.00
chr15	78540	0.00
chr15	78538	0.00
chr15	78534	0.00
chr15	78511	0.00
chr15	78508	0.00
chr15	78496	0.00
chr15	78493	0.00
chr15	78469	0.00
chr15	78458	0.00
chr15	78444	0.00
chr15	78443	0.00
chr15	78436	0.00
chr15	78432	0.00
chr15	78431	0.00
chr15	78409	0.00
chr15	78408	0.00
chr15	78407	0.00
chr15	78406	0.00
chr15	78404	0.00
chr15	78378	0.00
chr15	78371	0.00
chr15	78363	0.00
chr15	78356	0.00
chr15	78355	0.00
chr15	78351	0.00
chr15	78340	0.00
chr15	78333	0.00
chr15	78319	0.00
chr15	78301	0.00
chr15	78292	0.00
chr15	78286	0.00
chr15	78278	0.00
chr15	78272	0.00
chr15	78270	0.00
chr15	78266	0.00
chr15	78254	0.00
chr15	78241	0.00
chr15	78215	0.00
chr15	78212	0.00
chr15	78211	0.00
chr15	78202	0.00
chr15	78200	0.00
chr15	78199	0.00
chr15	78192	0.00
chr15	78190	0.00
chr15	78176	0.00
chr15	78175	0.00
chr15	78173	0.00
chr15	78172	0.00
chr15	78165	0.00
chr15	78158	0.00
chr15	78146	0.00
chr15	78145	0.00
chr15	78143	0.00
chr15	78138	0.00
chr15	78118	0.00
chr15	78111	0.00
chr15	78100	0.00
chr15	78090	0.00
chr15	78079	0.00
chr15	78075	0.00
chr15	78065	0.00
chr15	78063	0.00
chr15	78062	0.00
chr15	78039	0.00
chr15	78030	0.00
chr15	78028	0.00
chr15	78021	0.00
chr15	78014	0.00
chr15	78008	0.00
chr15	78005	0.00
chr15	78000	0.00
chr15	77995	0.00
chr15	77990	0.00
chr15	77985	0.00
chr15	77970	0.00
chr15	77966	0.00
chr15	77954	0.00
chr15	77932	0.00
chr15	77925	0.00
chr15	77921	0.00
chr15	77912	0.00
chr15	77901	0.00
chr15	77898	0.00
chr15	77897	0.00
chr15	77896	0.00
chr15	77893	0.00
chr15	77882	0.00
chr15	77876	0.00
chr15	77866	0.00
chr15	77864	0.00
chr15	77856	0.00
chr15	77852	0.00
chr15	77845	0.00
chr15	77823	0.00
chr15	77809	0.00
chr15	77804	0.00
chr15	77796	0.00
chr15	77783	0.00
chr15	77777	0.00
chr15	77771	0.00
chr15	77744	0.00
chr15	77743	0.00
chr15	77732	0.00
chr15	77713	0.00
chr15	77688	0.00
chr15	77670	0.00
chr15	77661	0.00
chr15	77652	0.00
chr15	77635	0.00
chr15	77634	0.00
chr15	77632	0.00
chr15	77615	0.00
chr15	77574	0.00
chr15	77552	0.00
chr15	77544	0.00
chr15	77543	0.00
chr15	77529	0.00
chr15	77520	0.00
chr15	77511	0.00
chr15	77510	0.00
chr15	77504	0.00
chr15	77493	0.00
chr15	77480	0.00
chr15	77476	0.00
chr15	77459	0.00
chr15	77458	0.00
chr15	77441	0.00
chr15	77424	0.00
chr15	77416	0.00
chr15	77383	0.00
chr15	77365	0.00
chr15	77357	0.00
chr15	77338	0.00
chr15	77333	0.00
chr15	77270	0.00
chr15	77264	0.00
chr15	77237	0.00
chr15	77219	0.00
chr15	77217	0.00
chr15	77203	0.00
chr15	77199	0.00
chr15	77195	0.00
chr15	77166	0.00
chr15	77164	0.00
chr15	77130	0.00
chr15	77109	0.00
chr15	77094	0.00
chr15	77079	0.00
chr15	77078	0.00
chr15	77076	0.00
chr15	77062	0.00
chr15	77055	0.00
chr15	77019	0.00
chr15	76991	0.00
chr15	76937	0.00
chr15	76930	0.00
chr15	76927	0.00
chr15	76911	0.00
chr15	76906	0.00
chr15	76871	0.00
chr15	76865	0.00
chr15	76855	0.00
chr15	76748	0.00
chr15	76721	0.00
chr15	76709	0.00
chr15	76678	0.00
chr15	76642	0.00
chr15	76632	0.00
chr15	76579	0.00
chr15	76560	0.00
chr15	76557	0.00
chr15	76550	0.00
chr15	76529	0.00
chr15	76469	0.00
chr15	76452	0.00
chr15	76413	0.00
chr15	76373	0.00
chr15	76353	0.00
chr15	76330	0.00
chr15	76317	0.00
chr15	76282	0.00
chr15	76256	0.00
chr15	76220	0.00
chr15	76180	0.00
chr15	76048	0.00
chr15	76021	0.00
chr15	75999	0.00
chr15	75980	0.00
chr15	75970	0.00
chr15	75925	0.00
chr15	75911	0.00
chr15	75864	0.00
chr15	75858	0.00
chr15	75846	0.00
chr15	75835	0.00
chr15	75832	0.00
chr15	75826	0.00
chr15	75820	0.00
chr15	75709	0.00
chr15	75696	0.00
chr15	75649	0.00
chr15	75644	0.00
chr15	75604	0.00
chr15	75595	0.00
chr15	75587	0.00
chr15	75571	0.00
chr15	75570	0.00
chr15	75556	0.00
chr15	75545	0.00
chr15	75528	0.00
chr15	75514	0.00
chr15	75485	0.00
chr15	75484	0.00
chr15	75474	0.00
chr15	75464	0.00
chr15	75459	0.00
chr15	75456	0.00
chr15	75441	0.00
chr15	75439	0.00
chr15	75426	0.00
chr15	75419	0.00
chr15	75408	0.00
chr15	75406	0.00
chr15	75384	0.00
chr15	75376	0.00
chr15	75341	0.00
chr15	75335	0.00
chr15	75307	0.00
chr15	75306	0.00
chr15	75290	0.00
chr15	75274	0.00
chr15	75264	0.00
chr15	75256	0.00
chr15	75234	0.00
chr15	75231	0.00
chr15	75214	0.00
chr15	75200	0.00
chr15	75188	0.00
chr15	75180	0.00
chr15	75165	0.00
chr15	75110	0.00
chr15	75109	0.00
chr15	75092	0.00
chr15	75078	0.00
chr15	75073	0.00
chr15	75065	0.00
chr15	75056	0.00
chr15	74998	0.00
chr15	74988	0.00
chr15	74961	0.00
chr15	74959	0.00
chr15	74957	0.00
chr15	74932	0.00
chr15	74926	0.00
chr15	74892	0.00
chr15	74884	0.00
chr15	74850	0.00
chr15	74848	0.00
chr15	74842	0.00
chr15	74835	0.00
chr15	74827	0.00
chr15	74826	0.00
chr15	74824	0.00
chr15	74805	0.00
chr15	74763	0.00
chr15	74696	0.00
chr15	74693	0.00
chr15	74690	0.00
chr15	74685	0.00
chr15	74669	0.00
chr15	74658	0.00
chr15	74643	0.00
chr15	74625	0.00
chr15	74612	0.00
chr15	74610	0.00
chr15	74580	0.00
chr15	74523	0.00
chr15	74521	0.00
chr15	74510	0.00
chr15	74489	0.00
chr15	74487	0.00
chr15	74486	0.00
chr15	74472	0.00
chr15	74464	0.00
chr15	74433	0.00
chr15	74430	0.00
chr15	74420	0.00
chr15	74418	0.00
chr15	74396	0.00
chr15	74387	0.00
chr15	74375	0.00
chr15	74364	0.00
chr15	74350	0.00
chr15	74342	0.00
chr15	74317	0.00
chr15	74265	0.00
chr15	74219	0.00
chr15	74192	0.00
chr15	74169	0.00
chr15	74129	0.00
chr15	74119	0.00
chr15	74115	0.00
chr15	74109	0.00
chr15	74101	0.00
chr15	74064	0.00
chr15	74054	0.00
chr15	74046	0.00
chr15	74040	0.00
chr15	74022	0.00
chr15	74021	0.00
chr15	74018	0.00
chr15	73997	0.00
chr15	73980	0.00
chr15	73920	0.00
chr15	73906	0.00
chr15	73886	0.00
chr15	73881	0.00
chr15	73873	0.00
chr15	73847	0.00
chr15	73841	0.00
chr15	73809	0.00
chr15	73806	0.00
chr15	73803	0.00
chr15	73790	0.00
chr15	73787	0.00
chr15	73776	0.00
chr15	73773	0.00
chr15	73763	0.00
chr15	73758	0.00
chr15	73750	0.00
chr15	73733	0.00
chr15	73724	0.00
chr15	73699	0.00
chr15	73675	0.00
chr15	73673	0.00
chr15	73623	0.00
chr15	73605	0.00
chr15	73604	0.00
chr15	73567	0.00
chr15	73558	0.00
chr15	73555	0.00
chr15	73553	0.00
chr15	73550	0.00
chr15	73527	0.00
chr15	73514	0.00
chr15	73507	0.00
chr15	73506	0.00
chr15	73492	0.00
chr15	73488	0.00
chr15	73460	0.00
chr15	73456	0.00
chr15	73455	0.00
chr15	73454	0.00
chr15	73447	0.00
chr15	73440	0.00
chr15	73391	0.00
chr15	73354	0.00
chr15	73348	0.00
chr15	73335	0.00
chr15	73328	0.00
chr15	73312	0.00
chr15	73259	0.00
chr15	73258	0.00
chr15	73256	0.00
chr15	73199	0.00
chr15	73173	0.00
chr15	73161	0.00
chr15	73152	0.00
chr15	73139	0.00
chr15	73132	0.00
chr15	73129	0.00
chr15	73119	0.00
chr15	73093	0.00
chr15	73083	0.00
chr15	73054	0.00
chr15	73040	0.00
chr15	73038	0.00
chr15	73036	0.00
chr15	73035	0.00
chr15	73015	0.00
chr15	72997	0.00
chr15	72994	0.00
chr15	72987	0.00
chr15	72986	0.00
chr15	72973	0.00
chr15	72968	0.00
chr15	72938	0.00
chr15	72913	0.00
chr15	72895	0.00
chr15	72874	0.00
chr15	72856	0.00
chr15	72817	0.00
chr15	72799	0.00
chr15	72751	0.00
chr15	72748	0.00
chr15	72727	0.00
chr15	72723	0.00
chr15	72718	0.00
chr15	72713	0.00
chr15	72693	0.00
chr15	72685	0.00
chr15	72675	0.00
chr15	72642	0.00
chr15	72641	0.00
chr15	72637	0.00
chr15	72636	0.00
chr15	72630	0.00
chr15	72628	0.00
chr15	72619	0.00
chr15	72586	0.00
chr15	72585	0.00
chr15	72584	0.00
chr15	72580	0.00
chr15	72531	0.00
chr15	72528	0.00
chr15	72516	0.00
chr15	72515	0.00
chr15	72510	0.00
chr15	72500	0.00
chr15	72497	0.00
chr15	72489	0.00
chr15	72474	0.00
chr15	72463	0.00
chr15	72453	0.00
chr15	72444	0.00
chr15	72425	0.00
chr15	72421	0.00
chr15	72418	0.00
chr15	72416	0.00
chr15	72386	0.00
chr15	72383	0.00
chr15	72381	0.00
chr15	72374	0.00
chr15	72362	0.00
chr15	72353	0.00
chr15	72344	0.00
chr15	72317	0.00
chr15	72312	0.00
chr15	72311	0.00
chr15	72309	0.00
chr15	72273	0.00
chr15	72264	0.00
chr15	72255	0.00
chr15	72249	0.00
chr15	72218	0.00
chr15	72213	0.00
chr15	72212	0.00
chr15	72208	0.00
chr15	72197	0.00
chr15	72189	0.00
chr15	72182	0.00
chr15	72179	0.00
chr15	72178	0.00
chr15	72175	0.00
chr15	72173	0.00
chr15	72155	0.00
chr15	72150	0.00
chr15	72111	0.00
chr15	72103	0.00
chr15	72101	0.00
chr15	72091	0.00
chr15	72085	0.00
chr15	72079	0.00
chr15	72073	0.00
chr15	72070	0.00
chr15	72067	0.00
chr15	72047	0.00
chr15	72046	0.00
chr15	72029	0.00
chr15	72019	0.00
chr15	72015	0.00
chr15	72002	0.00
chr15	72000	0.00
chr15	71996	0.00
chr15	71993	0.00
chr15	71980	0.00
chr15	71979	0.00
chr15	71978	0.00
chr15	71956	0.00
chr15	71955	0.00
chr15	71947	0.00
chr15	71937	0.00
chr15	71917	0.00
chr15	71898	0.00
chr15	71890	0.00
chr15	71883	0.00
chr15	71846	0.00
chr15	71823	0.00
chr15	71820	0.00
chr15	71807	0.00
chr15	71797	0.00
chr15	71783	0.00
chr15	71779	0.00
chr15	71767	0.00
chr15	71763	0.00
chr15	71761	0.00
chr15	71760	0.00
chr15	71759	0.00
chr15	71756	0.00
chr15	71747	0.00
chr15	71741	0.00
chr15	71734	0.00
chr15	71727	0.00
chr15	71698	0.00
chr15	71684	0.00
chr15	71674	0.00
chr15	71667	0.00
chr15	71666	0.00
chr15	71649	0.00
chr15	71646	0.00
chr15	71640	0.00
chr15	71637	0.00
chr15	71633	0.00
chr15	71603	0.00
chr15	71601	0.00
chr15	71594	0.00
chr15	71583	0.00
chr15	71573	0.00
chr15	71572	0.00
chr15	71571	0.00
chr15	71545	0.00
chr15	71539	0.00
chr15	71535	0.00
chr15	71501	0.00
chr15	71495	0.00
chr15	71492	0.00
chr15	71489	0.00
chr15	71444	0.00
chr15	71435	0.00
chr15	71408	0.00
chr15	71396	0.00
chr15	71393	0.00
chr15	71388	0.00
chr15	71384	0.00
chr15	71383	0.00
chr15	71371	0.00
